 ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Total Asset Turnover, Fixed Assets Turnover Frequency, Revenue per person, Operating profit per person, Working Capital to Total Assets, Quick Assets/Total Assets, Cash/Total Assets, Cash/Current Liability, Current Liability to Assets, Total expense/Assets, Cash Turnover Rate, Fixed Assets to Assets, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Net Income to Total Assets, Equity to Liability,Bankrupt?
0.508214303,0.549771042,0.550886022,0.300131592,0.174708188,0.174708188,0.174708188,0.219438404,0.098444752,0.17556677,0.049913837,0.950086163,0.005149343,0.369637181,0.098417119,0.17462484,0.194902549,0.000205767,0.015736674,0.393093779,0.814837065,0.318987072,0.070396303,0.006808851,0.054505131,0.020893138,3500000000.0,0.54349723,0.110933234,0.661926674,0.468451297,0.663296638,0.807823661,0.077043695,0
0.494759421,0.557948103,0.541570748,0.234335459,0.202899161,0.202899161,0.202899161,0.230405597,0.106424558,0.186487911,0.138585724,0.861414276,0.008105062,0.371376232,0.106388522,0.185513913,0.218890555,0.0020433,0.094511111,0.401720902,0.804201476,0.396908089,0.07637768,0.003573574,0.113184315,0.010997885,3770000000.0,0.049349777,0.114043303,0.615309615,0.454204903,0.569304437,0.81143638,0.026543356,0
0.595719787,0.659398168,0.645002409,0.116104869,0.229699549,0.229699549,0.229699549,0.287227002,0.122139891,0.236122618,0.103123016,0.896876984,0.009371103,0.371820221,0.122152198,0.235246211,0.131934033,0.001305715,0.020636576,0.400838968,0.845999859,0.555746445,0.261431232,0.019253987,0.071730769,0.015475408,0.000245821,0.0451943,0.114993995,0.64822654,0.460567314,0.620440131,0.86080972,0.036745403,0
0.517135475,0.538595726,0.560736656,0.0,0.181492562,0.181492562,0.181492562,0.216034792,0.096490514,0.170972358,0.103364876,0.896635124,0.005166167,0.374657502,0.096454802,0.169919312,0.052473763,469000000.0,0.007458543,0.392641505,0.818564567,0.299861677,0.181717128,0.031458466,0.0302414,0.01068562,0.000428856,0.572210336,0.122644334,0.693415933,0.471567685,0.612176279,0.798053476,0.036650972,0
0.524057914,0.572830353,0.57792173,0.104261565,0.182377481,0.182377481,0.182377481,0.227191075,0.108215943,0.181065,0.092571878,0.907428122,0.005132296,0.371811274,0.108212419,0.18009954,0.134932534,0.000130874,0.005881057,0.394122702,0.818974516,0.354721704,0.051781562,0.004819684,0.056658018,0.036679308,4500000000.0,0.545061071,0.115794828,0.631995422,0.456316047,0.613267799,0.817259294,0.041217807,0
0.580168674,0.62996075,0.61159591,0.253871849,0.205553917,0.205553917,0.205553917,0.257161766,0.11188014,0.215410108,0.09248118,0.90751882,0.009779945,0.371181637,0.111843927,0.214455923,0.122938531,0.001484249,0.034772263,0.405248638,0.804034709,0.309460728,0.066985007,0.004768604,0.074225237,0.022211312,6590000000.0,0.038547201,0.110933234,0.664243925,0.465047698,0.572368203,0.847636747,0.041264553,0
0.498610637,0.565307457,0.547941539,0.162971961,0.231680081,0.231680081,0.231680081,0.243263685,0.112694406,0.197484371,0.152976388,0.847023612,0.007233374,0.370662718,0.112698878,0.196478395,0.295352324,0.002567553,0.122629731,0.402591529,0.809782809,0.442554358,0.110307234,0.003660301,0.159787437,0.024211164,4410000000.0,0.0547043,0.110933234,0.639016008,0.458621921,0.54494251,0.814578715,0.023710669,0
0.491639448,0.542357174,0.53964345,0.0,0.186464961,0.186464961,0.186464961,0.217074785,0.10088755,0.172252768,0.187532122,0.812467878,0.004967225,0.386565805,0.100900549,0.171125858,0.082458771,5600000000.0,0.016805957,0.394394066,0.726133373,0.107471534,0.009101904,0.000521878,0.092272547,0.008193629,1420000000.0,0.792436367,0.137666941,0.635760552,0.458294226,0.572352064,0.798384568,0.018649764,0
0.523667918,0.546936328,0.565233685,0.227249722,0.173233324,0.173233324,0.178037167,0.218114777,0.096897647,0.174135723,0.043202225,0.956797775,0.005182352,0.369637181,0.096870064,0.172747153,0.07946027,870000000.0,0.006638955,0.392698039,0.836239067,0.378566635,0.087562789,0.009626723,0.047894073,0.018326428,0.000123518,0.518718477,0.110933234,0.619569731,0.446402007,0.631550412,0.805241749,0.088512342,0
0.63881441,0.722034453,0.706461802,0.010324932,0.287303527,0.287303527,0.287303527,0.341873877,0.100236137,0.275965956,0.062792877,0.937207123,0.007896609,0.372506895,0.100192161,0.270914712,0.014992504,635000000.0,0.006594892,0.396169241,0.824104171,0.303301372,0.224026551,0.118802963,0.009550388,0.003096411,0.00217001,0.08691409,0.11798669,0.735769204,0.495529504,0.577122652,0.882677678,0.061440181,0
0.588992346,0.636883995,0.641094277,0.111752202,0.247397918,0.247397918,0.247397918,0.276165264,0.135005293,0.267379679,0.109955558,0.890044442,0.006614716,0.372658992,0.134976468,0.221107006,0.140929535,0.000478863,0.013609859,0.400262319,0.853507977,0.666771929,0.340427762,0.016806656,0.107242038,0.014405184,0.000372805,0.096690422,0.111763753,0.79704022,0.494643067,0.583798844,0.838251302,0.034291524,0
0.447813582,0.508286088,0.496172172,0.0,0.183725928,0.183725928,0.183725928,0.207903943,0.088836414,0.164796264,0.097409076,0.902590924,0.01647411,0.370417797,0.089322064,0.163856421,0.125937031,0.003729534,0.058237739,0.381131137,0.826682853,0.577689908,0.173025853,0.009074334,0.100924609,0.018361904,0.000161296,0.016202712,0.110933234,0.712224043,0.477133164,0.623291802,0.783782238,0.039049755,0
0.584848633,0.652583951,0.63793565,0.079360259,0.218743416,0.218743416,0.218743416,0.315212253,0.185408354,0.257061083,0.185536778,0.814463222,0.00581027,0.369637181,0.185426743,0.256157153,0.163418291,0.001189971,0.025383723,0.412812917,0.82132146,0.536174753,0.504433774,0.013947853,0.191853041,0.031112814,0.000419497,0.097553011,0.110933234,0.751379763,0.474257718,0.726940287,0.85317302,0.018889689,0
0.49602691,0.546500218,0.546335457,0.012551878,0.200160128,0.200160128,0.200160128,0.221234755,0.103737481,0.174436996,0.038516189,0.961483811,0.005753151,0.370339512,0.103636393,0.17338059,0.097451274,0.000217871,0.019605482,0.397661744,0.839837005,0.400631767,0.119580358,0.01455378,0.043217609,0.026439594,0.000128967,0.237612898,0.110933234,0.665051195,0.472802208,0.66566416,0.805071499,0.098702243,0
0.474918344,0.541975578,0.525831147,0.245976313,0.19063672,0.19063672,0.19063672,0.218020233,0.099584724,0.174512315,0.147262448,0.852737552,0.007093942,0.379249491,0.099540769,0.173561572,0.073463268,0.000400944,0.025004774,0.395309921,0.756832596,0.231654387,0.076971017,0.005226931,0.07783494,0.010059664,0.00011343,0.087923661,0.124623855,0.636864867,0.458225203,0.569769587,0.800719998,0.024767789,0
0.527324136,0.584278238,0.567910488,0.258629416,0.229067464,0.229067464,0.229067464,0.256216318,0.139402329,0.21616329,0.143936875,0.856063125,0.005704903,0.369637181,0.136710798,0.212465123,0.215892054,0.000722455,0.034904455,0.402817666,0.802643675,0.537137507,0.034397194,0.001223,0.149093608,0.031222779,1790000000.0,0.14791584,0.110933234,0.633654987,0.457633803,0.609482234,0.826248594,0.025422882,0
0.459562229,0.486371566,0.499652016,0.0,0.173149046,0.173149046,0.173149046,0.205445779,0.087207882,0.161858854,0.029144118,0.970855882,0.00574809,0.369637181,0.087302751,0.162680039,0.058470765,0.000131631,0.005569672,0.386773253,0.899378045,0.671130684,0.286099306,0.046624245,0.03215517,0.023594339,0.000650192,0.247389991,0.110933234,0.769947196,0.558579928,0.564790294,0.774923012,0.127421052,0
0.544093989,0.575937636,0.594678516,0.0,0.201929965,0.201929965,0.201929965,0.236456462,0.116684309,0.184981547,0.088278864,0.911721136,0.010385115,0.369637181,0.116696794,0.18383229,0.233883058,0.00306079,0.032049117,0.400737206,0.892521561,0.777800319,0.575192355,0.032260033,0.094342279,0.086360573,0.000294274,0.035136452,0.110933234,0.704134526,0.47660352,0.697111828,0.820076507,0.043334132,0
0.443036123,0.489478849,0.487767011,0.0,0.161097299,0.161097299,0.161097299,0.20686395,0.090383519,0.163967764,0.04873477,0.95126523,0.005579208,0.371255449,0.090478284,0.163094789,0.031484258,552000000.0,0.008416198,0.383087221,0.748180686,0.05283319,0.018045889,0.002989938,0.031619443,0.033617313,6240000000.0,0.292058644,0.112864338,0.648438046,0.461995428,0.553285783,0.771411645,0.078873983,0
0.448447326,0.463693851,0.486000321,0.0,0.152669504,0.152669504,0.152669504,0.189656802,0.087533588,0.153272577,0.187592587,0.812407413,0.004878265,0.378416312,0.087522595,0.152824071,0.112443778,7940000000.0,0.007320476,0.390120079,0.693946502,0.167059083,0.010873748,0.000417783,0.137936522,0.027156104,952000000.0,0.761062902,0.116277679,0.641067129,0.459019918,0.605884657,0.748700177,0.018640915,1
0.494418174,0.567815089,0.549975909,0.0,0.192069445,0.192069445,0.192069445,0.252529073,0.128979725,0.198764781,0.231490159,0.768509841,0.006493888,0.404566937,0.127265621,0.197647236,0.056971514,0.000953944,0.177797688,0.516541914,0.798310498,0.169842559,0.005340266,0.000119338,0.237500089,0.005175741,122000000.0,0.036817881,0.112037247,0.640939768,0.459053086,0.404760008,0.813855956,0.014353352,1
0.524642909,0.539686001,0.582365223,0.138576779,0.161307994,0.161307994,0.161307994,0.220572941,0.10113183,0.170746404,0.089337002,0.910662998,0.005062358,0.373682292,0.101136678,0.169791117,0.065967016,5220000000.0,0.0153401,0.399380385,0.750935534,0.131502179,0.020398562,0.001788406,0.060179805,0.020058683,3150000000.0,0.657279822,0.115372645,0.646806759,0.460359957,0.64811785,0.798469425,0.042795467,0
0.525032906,0.593109464,0.580009636,0.054560178,0.233913447,0.233913447,0.233913447,0.262078094,0.112450126,0.208932741,0.134806663,0.865193337,0.007161322,0.371384061,0.112470891,0.208031069,0.215892054,0.001472901,0.042233744,0.397401687,0.804955933,0.559652476,0.028717228,0.001161255,0.131034657,0.016791156,1570000000.0,0.06682092,0.112550649,0.609782228,0.453026406,0.538243759,0.828826683,0.027377363,0
0.418076342,0.466855648,0.472348627,0.0,0.191310943,0.191310943,0.191310943,0.190224071,0.07458676,0.135120886,0.102034646,0.897965354,0.005066001,0.374622833,0.074535476,0.144144484,0.019490255,1740000000.0,0.002458764,0.383041994,0.757165572,0.134948144,0.032204703,0.003017915,0.056271981,0.015250792,0.000208178,0.668693953,0.118606871,0.564694831,0.439984524,0.498515034,0.759938746,0.037169028,0
0.483303271,0.547481465,0.536859575,0.055369977,0.147823522,0.147823522,0.147823522,0.217358419,0.097386206,0.172403404,0.166339148,0.833660852,0.006489884,0.379635325,0.097374892,0.171382249,0.106446777,0.000527279,0.015898242,0.393760883,0.82903937,0.583525733,0.06220574,0.002421672,0.136127408,0.029900138,6140000000.0,0.090046692,0.11918245,0.635920666,0.45819714,0.584074412,0.803953326,0.021512428,0
0.460927217,0.523495421,0.511108732,0.0,0.181661118,0.181661118,0.181661118,0.212158457,0.091523492,0.168260902,0.033285969,0.966714031,0.005389665,0.369637181,0.091487941,0.167242289,0.106446777,0.000155082,0.019308785,0.389000701,0.874614941,0.147511604,0.017510807,0.019356965,0.004332996,0.007138298,1680000000.0,0.373119343,0.110933234,0.650530451,0.464564329,0.625436293,0.79122524,0.112932323,0
0.508263053,0.555385957,0.557256812,0.048486689,0.262272976,0.262272976,0.262272976,0.232485582,0.133213908,0.184755592,0.043474318,0.956525682,0.006142249,0.369637181,0.133185142,0.18383229,0.128935532,0.000475081,0.031029772,0.40753262,0.838316963,0.373382785,0.243830434,0.027767822,0.046220157,0.082500751,0.000190428,0.16949638,0.110933234,0.60541451,0.438713158,0.681195409,0.811539355,0.088010688,0
0.54633647,0.611426079,0.59082392,0.1268347,0.17829,0.17829,0.17829,0.228798336,0.108378797,0.18656323,0.014783687,0.985216313,0.008670549,0.369637181,0.10808214,0.184865395,0.098950525,0.000689169,0.019720048,0.406605459,0.941210284,0.687747172,0.396688376,0.107395474,0.019165511,0.032292871,0.000459258,0.068028405,0.110933234,0.730897821,0.579500723,0.678059184,0.840984835,0.226038969,0
0.527324136,0.580571304,0.571176187,0.271889867,0.204374026,0.204374026,0.204374026,0.253001796,0.144125071,0.216916472,0.206246032,0.793753968,0.005383102,0.391347915,0.14412852,0.210979564,0.235382309,0.000488698,0.046269994,0.404434545,0.805556831,0.456278748,0.036479489,0.001431861,0.135009905,0.014906533,1900000000.0,0.231014923,0.133802251,0.642584596,0.45923149,0.528176548,0.817054847,0.016602223,0
0.539316531,0.59261884,0.580437925,0.23959915,0.195904092,0.195904092,0.198558847,0.236929186,0.117498575,0.194622279,0.073616108,0.926383892,0.006332014,0.369939139,0.117038774,0.192330895,0.104947526,0.000382031,0.019675984,0.405836593,0.799480906,0.342204681,0.04025948,0.00310326,0.068514715,0.013636621,4410000000.0,0.132348897,0.111040435,0.621610766,0.452103669,0.620374972,0.830122101,0.052311063,0
0.499829376,0.560619276,0.556132555,0.0,0.19927521,0.19927521,0.19927521,0.225205635,0.104388893,0.179407999,0.097650936,0.902349064,0.005006268,0.373025814,0.10430407,0.178304804,0.082458771,5830000000.0,0.007978497,0.394405373,0.748682881,0.19503302,0.034560121,0.002483338,0.073532357,0.024198631,470000000.0,0.743912414,0.114962532,0.644571623,0.459696864,0.608725175,0.811329773,0.03895688,0
0.558962609,0.604611862,0.597997751,0.211154975,0.187560575,0.187560575,0.187560575,0.239009171,0.113671525,0.19417037,0.062611482,0.937388518,0.006338466,0.369637181,0.113651538,0.193220722,0.197901049,0.000772384,0.047556659,0.408719839,0.824400113,0.426755378,0.261101766,0.021825608,0.063142448,0.023700421,0.000144702,0.137786795,0.110933234,0.6911399,0.478150795,0.663507952,0.838969973,0.061613258,0
0.438453664,0.478685129,0.488944804,0.0,0.186380683,0.186380683,0.186380683,0.201758533,0.088103575,0.157038488,0.029506908,0.970493092,0.005229682,0.369839605,0.088621818,0.157001734,0.098950525,0.00010591,0.020210625,0.386117456,0.794125038,0.092031849,0.019816331,0.003522925,0.029435987,0.019863347,2010000000.0,0.496305765,0.110933234,0.645338933,0.461139932,0.582590617,0.762812554,0.126108656,0
0.498805635,0.554622765,0.559451791,0.0,0.205553917,0.205553917,0.205553917,0.224165642,0.103411774,0.175792724,0.109713698,0.890286302,0.005064861,0.374091612,0.103367694,0.17479074,0.092953523,7560000000.0,0.009749864,0.394077475,0.763873869,0.194457161,0.014044572,0.001336542,0.05540494,0.015076147,177000000.0,0.672876429,0.120248183,0.617813977,0.453498968,0.600934443,0.806715659,0.034369001,0
0.581046166,0.687472743,0.659028856,0.0,0.155113565,0.155113565,0.155113565,0.240238253,0.119452813,0.190479777,0.060525441,0.939474559,0.022796976,0.3712342,0.119033661,0.188522736,0.061469265,0.003193177,0.02399718,0.457248818,0.812425084,0.350249869,0.178200944,0.026300482,0.035554995,0.055059218,0.000275458,0.013960269,0.114469173,0.656264486,0.464663694,0.526153426,0.899951793,0.063736161,0
0.461024716,0.509648932,0.514374431,0.0,0.178247861,0.178247861,0.178247861,0.205729413,0.097711913,0.157415079,0.178371678,0.821628322,0.005643668,0.380999725,0.097668018,0.157861398,0.103448276,0.000323781,0.022225813,0.39316162,0.771688656,0.436203326,0.044342833,0.001801658,0.130411222,0.040294296,4660000000.0,0.173311673,0.12328903,0.634942037,0.458127668,0.580131662,0.781471166,0.01980328,0
0.434504948,0.497819451,0.481342684,0.0,0.188740466,0.188740466,0.188740466,0.203365794,0.099421871,0.162310763,0.026785984,0.973214016,0.010273241,0.369637181,0.099426775,0.161337757,0.071964018,0.000770115,0.013821365,0.395230773,0.823811408,0.33127305,0.094233401,0.017445783,0.02824759,0.028761673,0.000135966,0.046358705,0.110933234,0.651507618,0.466490608,0.540404059,0.775968561,0.137427589,0
0.471213377,0.543229394,0.519995717,0.10416034,0.176014496,0.176014496,0.176014496,0.213198449,0.09681622,0.172403404,0.119871814,0.880128186,0.005186189,0.373768405,0.09678864,0.171404871,0.034482759,5750000000.0,0.012399571,0.394009633,0.758748586,0.096281485,0.03541782,0.003277248,0.056995275,0.011606645,0.000115012,0.418116343,0.115763383,0.623832678,0.455241705,0.571586671,0.800538488,0.031201959,0
0.578657437,0.629252072,0.614968681,0.225225225,0.214276685,0.214276685,0.214276685,0.277299801,0.155443368,0.235670709,0.141215951,0.858784049,0.005587968,0.372354798,0.154974189,0.234333761,0.191904048,0.000525766,0.023638794,0.405780059,0.836139349,0.346431934,0.059744212,0.002971665,0.106439504,0.032643439,362000000.0,0.20722079,0.117284852,0.659715818,0.462299878,0.657630824,0.849350479,0.02598348,0
0.512114269,0.55031618,0.563895283,0.269966596,0.179807003,0.179807003,0.179807003,0.219343859,0.098607605,0.175792724,0.120083442,0.879916558,0.005087552,0.375264772,0.098588109,0.17479074,0.089955022,8550000000.0,0.017505104,0.394213157,0.747206094,0.281538958,0.024408668,0.001226276,0.105376347,0.014624873,3140000000.0,0.505901651,0.114295205,0.641948243,0.459067675,0.6227746,0.804238417,0.031138564,0
0.514941744,0.575228958,0.56068312,0.219151736,0.197505373,0.197505373,0.197505373,0.227380165,0.111228727,0.185885366,0.045137104,0.954862896,0.005509103,0.369822829,0.111241389,0.184948345,0.152923538,0.000277635,0.019987368,0.398995952,0.87377312,0.460871174,0.035543943,0.003824826,0.048942543,0.020760472,245000000.0,0.302814893,0.110938953,0.511703152,0.389782005,0.511319713,0.821949071,0.084886812,0
0.54053527,0.5809529,0.602280636,0.0,0.201508575,0.201508575,0.201508575,0.234943746,0.112531553,0.187165775,0.116092753,0.883907247,0.005087358,0.375528705,0.112495318,0.18582309,0.077961019,6580000000.0,0.006098439,0.395513444,0.796455181,0.250496824,0.1286678,0.016330575,0.041422791,0.006940408,0.000200873,0.668313466,0.123933824,0.639150618,0.458451617,0.633279068,0.820904964,0.032312941,0
0.439282406,0.51575447,0.49633278,0.0,0.164173444,0.164173444,0.164173444,0.174246005,0.085497924,0.134819613,0.27330169,0.72669831,0.005423897,0.417252501,0.085478854,0.133820979,0.341829085,0.001121886,0.031590852,0.391171615,0.694836898,0.263923312,0.048665844,0.001368917,0.188582025,0.04569026,2090000000.0,0.152136396,0.2180874,0.643917161,0.459367777,0.623484451,0.787422138,0.011528891,0
0.450446059,0.539904056,0.504309653,0.0,0.167670979,0.167670979,0.167670979,0.213387539,0.093396303,0.171047676,0.014239502,0.985760498,0.037335164,0.369676324,0.093401404,0.169376367,0.043478261,0.002849727,0.00379243,0.390040931,0.953585705,0.765538622,0.133695937,0.03867128,0.017907927,0.018281689,0.000612798,0.008263835,0.110933234,0.704472883,0.545870797,0.534068278,0.798744786,0.232846552,0
0.503193097,0.559692543,0.550671878,0.27320579,0.179385614,0.179385614,0.179385614,0.221896568,0.098526179,0.178353544,0.093902107,0.906097893,0.00556294,0.371953306,0.098531112,0.177354649,0.095952024,0.000167943,0.013471792,0.39377219,0.797277117,0.225298321,0.00884665,0.000701192,0.066617814,0.015704432,1050000000.0,0.241062115,0.112523244,0.643606211,0.459455195,0.599944144,0.809661363,0.040601054,0
0.102325355,0.121511121,0.112211574,0.0,0.138342253,0.138342253,0.138342253,0.132079039,0.06383845,0.099721323,0.192399553,0.807600447,0.019092177,0.385388172,0.063828228,0.104630118,0.335832084,0.02360046,0.117409632,0.32366975,0.835096186,0.481542466,0.052044737,0.001583588,0.174300223,0.132305381,1310000000.0,0.00855984,0.117693828,0.636167362,0.458372811,0.46242428,0.481836251,0.018077206,1
0.38741286,0.444614043,0.430751111,0.0,0.165479752,0.165479752,0.165479752,0.163656992,0.052438726,0.129697974,0.201348369,0.798651631,0.007349781,0.373930568,0.052388164,0.128828897,0.226386807,0.003622111,0.050990703,0.37122634,0.798369044,0.576590506,0.159874462,0.005306666,0.159739519,0.039000923,6920000000.0,0.034834601,0.110933234,0.55415589,0.447951678,0.519805578,0.737801885,0.01710051,1
0.571003754,0.62003925,0.609240323,0.227148497,0.195398424,0.195398424,0.195398424,0.255270871,0.132399642,0.212322061,0.134897361,0.865102639,0.005877038,0.375291613,0.132403472,0.210685469,0.154422789,0.000420613,0.0323135,0.412394564,0.832093747,0.431736305,0.093618027,0.00601532,0.082288347,0.009761541,7510000000.0,0.174320354,0.120049913,0.66668962,0.463750716,0.572595471,0.840546431,0.027359885,0
0.498659387,0.562363716,0.54697789,0.210851301,0.18241962,0.18241962,0.18241962,0.222842016,0.091849198,0.179407999,0.088792817,0.911207183,0.005202791,0.371898507,0.091854349,0.178289722,0.067466267,7940000000.0,0.019617232,0.388254449,0.762410065,0.173449809,0.103920762,0.008733598,0.06280141,0.019407205,0.000175399,0.417756004,0.111641581,0.676251537,0.468658711,0.611997032,0.811988497,0.043079533,0
0.430556233,0.470508068,0.47202741,0.0,0.152458809,0.152458809,0.152458809,0.189467713,0.086882176,0.150109211,0.200139069,0.799860931,0.005136718,0.382649307,0.086871204,0.149129025,0.209895052,0.000473568,0.014220877,0.390131386,0.75527778,0.566559739,0.039399864,0.001060235,0.197148455,0.041533619,1830000000.0,0.239701484,0.113492107,0.631152452,0.457763447,0.567369878,0.753567655,0.017227843,1
0.552625165,0.586513301,0.613737352,0.0,0.176351608,0.176351608,0.176351608,0.231823769,0.111798713,0.184755592,0.115336941,0.884663059,0.005100817,0.373997669,0.111770645,0.182882136,0.110944528,0.000114231,0.009200535,0.396904186,0.795016444,0.326554216,0.095314522,0.004974804,0.101413034,0.012960665,9510000000.0,0.484131497,0.113146667,0.656172642,0.462177009,0.648784966,0.825525143,0.032549312,0
0.460634719,0.517989533,0.512714813,0.0,0.175803801,0.175803801,0.175803801,0.214332987,0.095269115,0.167733675,0.001874414,0.998125586,0.107689237,0.369637181,0.095290439,0.16683508,0.028485757,7490000000.0,0.066554059,0.393489519,0.951093693,0.286455036,0.313433534,0.312225771,0.004860773,0.010990214,0.001175099,0.002731842,0.110933234,0.730312561,0.823792689,0.64118902,0.788336017,0.698967071,0
0.480475796,0.537996075,0.535092885,0.0,0.199022376,0.199022376,0.199022376,0.21698024,0.103086068,0.171800859,0.052030112,0.947969888,0.005726093,0.371157033,0.103050141,0.170794058,0.092953523,0.000199715,0.016623827,0.396666742,0.834819107,0.360669369,0.068292688,0.006309838,0.05708049,0.024092292,8110000000.0,0.231257236,0.110933234,0.641939314,0.458814293,0.584106127,0.799942976,0.073997626,0
0.467264661,0.527365896,0.517158306,0.0,0.179596309,0.179596309,0.179596309,0.211307554,0.103086068,0.166905174,0.199322792,0.800677208,0.005646255,0.369639418,0.103090853,0.166284594,0.461769115,0.002374646,0.095777213,0.395230773,0.768330291,0.678046087,0.110234581,0.002859603,0.204527105,0.041053541,2900000000.0,0.100670518,0.110933234,0.63308665,0.458006604,0.560924571,0.793181844,0.017313571,0
0.493248184,0.541703009,0.538037368,0.519890677,0.188866883,0.188866883,0.188866883,0.22331474,0.10805309,0.177600362,0.146234544,0.853765456,0.005658629,0.370626931,0.108025144,0.176140563,0.275862069,0.00130042,0.055717286,0.399278623,0.857495414,0.671075572,0.245033485,0.010028765,0.129458371,0.028026383,0.000115537,0.166388806,0.113562902,0.65269831,0.460976318,0.541427527,0.800892167,0.024968565,0
0.565348803,0.631105539,0.615504042,0.098592975,0.200202267,0.200202267,0.200202267,0.253001796,0.119127107,0.206899149,0.103909061,0.896090939,0.006172059,0.371146968,0.119082515,0.202978659,0.229385307,0.000861651,0.042216119,0.405723525,0.866799509,0.541175234,0.112122643,0.007866874,0.075317646,0.028968881,6490000000.0,0.143678434,0.114945314,0.640918311,0.458787295,0.548560826,0.84305408,0.036444873,0
0.46633842,0.537887048,0.523850313,0.0,0.19021533,0.19021533,0.19021533,0.215656613,0.096164807,0.170219176,0.156362427,0.843637573,0.005910547,0.375014259,0.096129106,0.169210467,0.211394303,0.000846521,0.02166767,0.392144004,0.834032482,0.569592527,0.118296946,0.004147268,0.151214506,0.046096192,6340000000.0,0.121184226,0.113201569,0.63711942,0.458325991,0.54724247,0.799066964,0.023120756,0
0.431482475,0.475523332,0.485143744,0.0,0.17335974,0.17335974,0.17335974,0.200245816,0.085172217,0.15229344,0.129485745,0.870514255,0.005048064,0.372784248,0.085202013,0.151263102,0.053973013,469000000.0,0.011988308,0.384568418,0.758259427,0.132492506,0.027303572,0.004325469,0.033091161,0.020798093,5260000000.0,0.571938741,0.116507894,0.651986625,0.46104968,0.557876666,0.762014426,0.028642194,0
0.523034173,0.574738334,0.57385299,0.170462597,0.178374278,0.178374278,0.178374278,0.225678359,0.107645957,0.181667545,0.105692777,0.894307223,0.005251679,0.373041471,0.107626166,0.179639545,0.196401799,0.000248131,0.015774863,0.396010945,0.807462518,0.284290207,0.019778096,0.001091831,0.095856545,0.025415474,1250000000.0,0.368509702,0.113348591,0.628514617,0.455839063,0.576626539,0.815026376,0.035780084,0
0.514113002,0.572884867,0.555811339,0.267132301,0.181281868,0.181281868,0.181281868,0.233052851,0.124419836,0.191082323,0.16041358,0.83958642,0.02558181,0.370966912,0.124448353,0.189782068,0.23988006,0.015375817,0.03993361,0.404739829,0.855088047,0.722197211,0.410594555,0.01455837,0.149508824,0.016379565,0.000200982,0.007005491,0.114465308,0.773928678,0.480131446,0.674483803,0.818258252,0.022440166,0
0.532784088,0.599215002,0.592965362,0.0,0.161687245,0.161687245,0.161687245,0.232958306,0.110984448,0.184077728,0.135350848,0.864649152,0.005803568,0.376995994,0.11100526,0.183146067,0.175412294,0.000636971,0.051692787,0.410427173,0.807436724,0.484141309,0.018707161,0.00077314,0.128199456,0.030534029,1040000000.0,0.149979804,0.112600101,0.642823616,0.459254624,0.621893024,0.798904281,0.027259238,0
0.541949008,0.570649804,0.585577386,0.125620002,0.180649783,0.180649783,0.180649783,0.237590999,0.120429932,0.190630413,0.184750733,0.815249267,0.005093948,0.369637181,0.120401583,0.189646331,0.584707646,0.000966048,0.058960387,0.397424301,0.766583924,0.476713575,0.029159185,0.000951278,0.162534416,0.191271111,578000000.0,0.284316597,0.110933234,0.632680647,0.457852562,0.674363608,0.817909868,0.018987605,0
0.513235509,0.558602268,0.558273998,0.166413605,0.204121192,0.204121192,0.204121192,0.230216508,0.106505985,0.186412593,0.151827554,0.848172446,0.005296562,0.375293849,0.106510658,0.185280145,0.098950525,0.000144491,0.014153313,0.394970715,0.787689882,0.247578658,0.065173183,0.004249252,0.081088071,0.011422859,7310000000.0,0.338938829,0.123355409,0.658607293,0.461908036,0.639543598,0.810926592,0.023918032,0
0.47886706,0.523168338,0.532737299,0.0,0.196494037,0.196494037,0.196494037,0.209133024,0.092093478,0.165850719,0.102820691,0.897179309,0.0050556,0.373147715,0.092074193,0.164897067,0.085457271,6960000000.0,0.01043726,0.390911558,0.755393085,0.241727203,0.034678875,0.002360869,0.077639101,0.016387898,4380000000.0,0.630858789,0.115581253,0.643100044,0.459316295,0.58609293,0.789377614,0.036866095,0
0.537074051,0.591037942,0.58295412,0.148395587,0.184147318,0.184147318,0.184147318,0.229932873,0.110088755,0.185358138,0.036641775,0.963358225,0.006691107,0.36964501,0.110068885,0.183440163,0.134932534,0.000489454,0.03209318,0.408934669,0.882313545,0.515563661,0.202645238,0.03019139,0.035217001,0.034514731,0.000178011,0.125682272,0.110933234,0.695857301,0.493104222,0.621409371,0.828491952,0.10336652,0
0.477063326,0.518534671,0.524760426,0.0,0.168008091,0.168008091,0.168008091,0.211307554,0.09323345,0.167055811,0.076306799,0.923693201,0.005442028,0.369637181,0.093230413,0.166080989,0.152923538,0.000295791,0.008016686,0.391420366,0.836833186,0.283528257,0.084369678,0.006519843,0.068340059,0.08005886,5750000000.0,0.289929893,0.110933234,0.640138562,0.458367309,0.637806731,0.788374952,0.050409075,0
